chem_formula,category,crystal_system,bravais_lattice,precision_level,rgkmax,k_point_density,functional,total_energy,E_cut,precision_element1,precision_element2,precision_element3,min_atom_num,max_atom_num,numbers,json_id_num,name,num_atoms,A_atom_num,B_atom_num,A_EA_half,B_EA_half,A_rs,A_s_index,A_rp,A_p_index,A_rd,A_d_index,A_rf,A_f_index,B_rs,B_s_index,B_rp,B_p_index,B_rd,B_d_index,B_rf,B_f_index,A_HOMO,A_LUMO,B_HOMO,B_LUMO,A_EA_delta,A_IP_half,A_IP_delta,B_EA_delta,B_IP_half,B_IP_delta,A_energy,A_bravais_lattice,A_num_atoms,B_energy,B_bravais_lattice,B_num_atoms,A_energy_error,B_energy_error,A_fraction,B_fraction,stoich_pred,A_stoich,B_stoich,stoich_error_pred,A_stoich_error,B_stoich_error,binary_energy_of_formation,binary_energy_error,binary_eof_error
C4Ta4,binaries,cubic,cF,90.0,13.45859316,8.0,pbe,-213122.5017602346,933.28273535,143.539,92.136,,6,73,"[6, 6, 6, 6, 73, 73, 73, 73]",444,73_Ta,8,6,73,-1.46237959,-0.7735268,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4464,35.0,1.9706,41.0,0.8411,36.0,0.2336,28.0,-6.05205467,-3.50634355,-4.24775361,-2.54556214,-1.62667163,11.49493763,11.61299938,-0.871430425,7.09339716,7.319981845,-1036.8704164417074,hP,4,-425206.9486807382,cI,2,0.0,0.0,0.5,0.5,-213121.90954858996,-518.4352082208537,-212603.4743403691,0.0,0.0,0.0,-0.5922116446308792,0.0,0.0
CW,binaries,hexagonal,hP,90.0,13.31366216,8.0,pbe,-220470.159370246,913.29055721,141.994,95.571,,6,74,"[6, 74]",445,74_W,2,6,74,-1.46237959,-0.85193961,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4132,35.0,2.0409,41.0,0.8131,36.0,0.0,0.0,-6.05205467,-3.50634355,-4.1193255,-2.53129373,-1.62667163,11.49493763,11.61299938,-0.862240943,8.21723653,8.295330193,-1036.8704164417074,hP,4,-439903.2015728017,cI,2,0.0,0.0,0.5,0.5,-220470.0359946217,-518.4352082208537,-219951.60078640084,0.0,0.0,0.0,-0.12337562430184335,0.0,0.0
O3Re,binaries,cubic,cP,90.0,12.76420903,8.0,pbe,-115266.29449505424,744.95536131,124.652,93.543,,8,75,"[8, 8, 8, 75]",446,75_Re,4,8,75,-1.62640753,0.20886112,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.3316,35.0,1.8999,41.0,0.7557,36.0,0.0,0.0,-7.09864343,-7.09864343,-4.83165857,-3.461132,-1.813515141,13.43202126,13.536399783,0.106208436,7.60524139,7.611502366,-2045.592407682349,tI,4,-454920.7726112725,hP,2,0.0,0.0,0.75,0.25,-115264.38745857989,-1534.1943057617618,-113730.19315281813,0.0,0.0,0.0,-1.9070364743529353,0.0,0.0
BOs,binaries,hexagonal,hP,90.0,13.50804156,8.0,pbe,-235471.64037441256,834.30954182,150.661,99.109,,5,76,"[5, 76]",447,76_Os,2,76,5,-0.86438644,-0.43296391,1.2909,40.0,1.8594,41.0,0.7197,35.0,0.0,0.0,0.8033,2.0,0.834,3.0,2.1242,10.0,0.0,0.0,-4.8562545,-4.8562545,-3.97338496,-3.97338496,-0.945096485,8.07895221,8.399179706,-0.603998573,8.31384711,8.413118875,-470266.6308849229,hP,2,-676.1919322159762,hR,12,0.0,0.0,0.5,0.5,-235471.41140856946,-235133.31544246146,-338.0959661079881,0.0,0.0,0.0,-0.2289658431060957,0.0,0.0
Ir2O4,binaries,tetragonal,tP,90.0,12.200425,8.0,pbe,-163346.33570185935,680.6006393,119.146,90.704,,8,77,"[8, 8, 8, 8, 77, 77]",448,77_Ir,6,77,8,-1.88943135,-1.62640753,1.2751,40.0,1.7561,41.0,0.6944,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-5.18649655,-5.18649655,-7.09864343,-7.09864343,-1.869804098,9.0420236,9.143595475,-1.813515141,13.43202126,13.536399783,-485944.816662867,cF,4,-2045.592407682349,tI,4,0.0,0.0,0.3333333333333333,0.6666666666666666,-163345.3338260772,-161981.60555428898,-1363.7282717882326,0.0,0.0,0.0,-1.0018757821389954,0.0,0.0
O2Pt2,binaries,tetragonal,tP,90.0,12.39958479,8.0,pbe,-252002.4187997723,703.00225651,121.091,94.877,,8,78,"[8, 8, 78, 78]",449,78_Pt,4,78,8,-2.11436313,-1.62640753,1.2561,40.0,1.6658,41.0,0.6703,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-5.65610145,-5.06340204,-7.09864343,-7.09864343,-2.149758449,8.86109339,9.552193326,-1.813515141,13.43202126,13.536399783,-501958.4969406666,cF,4,-2045.592407682349,tI,4,0.0,0.0,0.5,0.5,-252002.04467417445,-250979.2484703333,-1022.7962038411745,0.0,0.0,0.0,-0.3741255978427489,0.0,0.0
Au4S2,binaries,cubic,cP,90.0,12.65186311,8.0,pbe,-349165.9128751846,731.89942043,95.653,127.379,,16,79,"[79, 79, 79, 79, 16, 16]",450,79_Au,6,79,16,-2.27578272,-2.09291139,1.2247,40.0,1.7902,41.0,0.6449,35.0,0.0,0.0,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,-6.12699334,-5.36077839,-5.96396442,-5.96396442,-2.324847847,9.60121922,9.6228490491,-2.161912664,10.17755485,10.215659841,-518317.69118754007,cF,4,-10862.07447451235,cP,1,0.0,0.0,0.6666666666666666,0.3333333333333333,-349165.8189498642,-345545.12745836005,-3620.6914915041166,0.0,0.0,0.0,-0.09392532045194457,0.0,0.0
F8Hg4,binaries,cubic,cF,90.0,11.96051502,8.0,pbe,-180153.9610452689,654.09705891,110.838,90.19,,9,80,"[9, 9, 9, 9, 9, 9, 9, 9, 80, 80, 80, 80]",451,80_Hg,12,9,80,-3.66044176,1.43611961,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.1657,40.0,1.7058,41.0,0.616,35.0,0.0,0.0,-10.15882255,1.25211742,-6.85782814,-0.89898855,-3.872247645,17.61722535,17.744721999,1.402719677,10.69980154,10.733111308,-2716.0420257690234,mS,8,-535025.7178433918,tI,2,0.0,0.0,0.6666666666666666,0.3333333333333333,-180152.6006316433,-1810.6946838460156,-178341.90594779726,0.0,0.0,0.0,-1.3604136256035417,0.0,0.0
ClTl,binaries,cubic,cP,90.0,12.77221833,8.0,pbe,-282320.021903881,745.89054501,124.995,95.557,,17,81,"[17, 81]",452,81_Tl,2,17,81,-3.61204219,-0.32372332,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.1019,40.0,1.5427,41.0,0.5907,35.0,0.0,0.0,-8.09428669,0.07351292,-2.62689441,-2.62689441,-3.692423862,12.97184405,13.023881781,-0.393012273,5.27678632,5.315679419,-12558.044882849428,oS,8,-552080.0232786065,hP,2,0.0,0.0,0.5,0.5,-282319.03408072796,-6279.022441424714,-276040.01163930324,0.0,0.0,0.0,-0.9878231530310586,0.0,0.0
Pb4S4,binaries,cubic,cF,90.0,12.27645813,8.0,pbe,-290175.4775533703,689.11008843,123.6,90.55,,16,82,"[16, 16, 16, 16, 82, 82, 82, 82]",453,82_Pb,8,16,82,-2.09291139,-1.2335176,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0444,40.0,1.407,41.0,0.568,35.0,0.0,0.0,-5.96396442,-5.96396442,-3.96278544,-2.67094911,-2.161912664,10.17755485,10.215659841,-1.293603566,6.98953908,7.026519254,-10862.07447451235,cP,1,-569487.1796078306,cF,4,0.0,0.0,0.5,0.5,-290174.6270411715,-5431.037237256175,-284743.5898039153,0.0,0.0,0.0,-0.8505121988127939,0.0,0.0
Bi4F12,binaries,cubic,cP,90.0,11.74839709,8.0,pbe,-148852.1461329804,631.10216252,86.607,108.872,,9,83,"[83, 83, 83, 83, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",454,83_Bi,16,9,83,-3.66044176,-0.71209263,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,0.9947,40.0,1.3029,41.0,0.5475,35.0,0.0,0.0,-10.15882255,1.25211742,-5.19685281,-3.32385233,-3.872247645,17.61722535,17.744721999,-0.765292567,8.53103046,8.5669863421,-2716.0420257690234,mS,8,-587252.0494788956,hR,6,0.0,0.0,0.75,0.25,-148850.04388905066,-2037.0315193267675,-146813.0123697239,0.0,0.0,0.0,-2.102243929723045,0.0,0.0
O8Po4,binaries,cubic,cF,90.0,12.02146936,8.0,pbe,-203158.2157665758,660.78099358,117.398,88.526,,8,84,"[8, 8, 8, 8, 8, 8, 8, 8, 84, 84, 84, 84]",455,84_Po,12,84,8,-1.92327923,-1.62640753,0.9487,40.0,1.2216,41.0,0.5285,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-4.94029698,-4.94029698,-7.09864343,-7.09864343,-1.974177097,8.18983117,8.2196328581,-1.813515141,13.43202126,13.536399783,-605379.9486325007,cP,1,-2045.592407682349,tI,4,0.0,0.0,0.3333333333333333,0.6666666666666666,-203157.04448262177,-201793.31621083355,-1363.7282717882326,0.0,0.0,0.0,-1.1712839540132336,0.0,0.0
H4Li4,binaries_expanded,cubic,cF,30.0,2.48295341,8.0,pbe,-109.05924850555591,42.79585442,42.549,29.38,,1,3,"[1, 1, 1, 1, 3, 3, 3, 3]",456,01_H,8,1,3,-0.69804885,-0.43620871,0.5521,1.0,1.3786,3.0,1.058,7.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-6.3316859,-6.3316859,-3.14714133,-1.23869654,-1.727702621,12.42399219,0.0,-0.443360974,5.57877819,5.47070464,-15.282343086799552,hP,4,-204.2316823651173,hR,3,-0.5989388984759998,-0.4447934606113222,0.5,0.5,-109.75701272595843,-7.641171543399776,-102.11584118255865,-0.521866179543661,-0.2994694492379999,-0.2223967303056611,0.6977642204025187,-1.6267915741955647,-1.1049253946519002
F4Li4,binaries_expanded,cubic,cF,30.0,3.11095892,8.0,pbe,-1454.9902611701389,53.08209712,28.829,36.811,,3,9,"[9, 9, 9, 9, 3, 3, 3, 3]",457,03_Li,8,9,3,-3.66044176,-0.43620871,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-10.15882255,1.25211742,-3.14714133,-1.23869654,-3.872247645,17.61722535,17.744721999,-0.443360974,5.57877819,5.47070464,-2695.0059033883085,mS,8,-204.2316823651173,hR,3,-21.02743787739655,-0.4447934606113222,0.5,0.5,-1449.6187928767129,-1347.5029516941543,-102.11584118255865,-10.736115669003937,-10.513718938698275,-0.2223967303056611,-5.371468293425949,-8.303351655925553,2.4327640130783834
Be4S4,binaries_expanded,cubic,cF,30.0,3.31538304,8.0,pbe,-5629.908313626187,71.12987576,33.379,39.906,,4,16,"[16, 16, 16, 16, 4, 4, 4, 4]",458,04_Be,8,16,4,-2.09291139,0.74699855,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0864,2.0,1.2151,3.0,2.8911,7.0,0.0,0.0,-5.96396442,-5.96396442,-5.54141769,-1.96183923,-2.161912664,10.17755485,10.215659841,0.661979595,9.40560968,9.457792755,-10853.644827956134,cP,1,-401.33999215698526,hP,2,-8.419399316049748,-0.5646557255200264,0.5,0.5,-5627.4924100565595,-5426.822413978067,-200.66999607849263,-4.492027520784887,-4.209699658024874,-0.2823278627600132,-2.4159035696275453,-3.4504062956748385,1.041621225110049
B2N2,binaries_expanded,hexagonal,hP,30.0,2.83969006,8.0,pbe,-1076.0811951028925,64.91959632,29.723,31.672,,5,7,"[7, 7, 5, 5]",459,05_B,4,5,7,-0.43296391,0.30192328,0.8033,2.0,0.834,3.0,2.1242,10.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.97338496,-3.97338496,-8.25462313,-3.99815016,-0.603998573,8.31384711,8.413118875,0.137516499,14.71820934,14.847717177,-673.6935288310992,hR,12,-1478.8879345574558,cP,8,-2.485046424149232,-11.24375801496717,0.5,0.5,-1076.2907316942774,-336.8467644155496,-739.4439672787279,-6.864402219558201,-1.242523212074616,-5.621879007483585,0.20953659138501735,-8.325791625191414,-1.4613894056332128
C4Ti4,binaries_expanded,cubic,cF,30.0,3.49780484,8.0,pbe,-12118.73968205183,63.03838124,37.305,29.639,,6,22,"[6, 6, 6, 6, 22, 22, 22, 22]",460,06_C,8,6,22,-1.46237959,-0.57901012,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.5843,10.0,2.0971,16.0,0.538,11.0,0.0,0.0,-6.05205467,-3.50634355,-2.52576768,-2.52576768,-1.62667163,11.49493763,11.61299938,-0.526476342,6.75276856,6.579855169,-1030.1963351446489,hP,4,-23221.641257607087,hP,2,-6.654452594902068,-11.920667254489672,0.5,0.5,-12125.918796375869,-515.0981675723244,-11610.820628803544,-9.28755992469587,-3.327226297451034,-5.960333627244836,7.179114324038892,-17.30178659694684,-8.014226672252335
N4V4,binaries_expanded,cubic,cF,30.0,3.53297418,8.0,pbe,-13646.451068579554,57.07203512,36.98,29.639,,7,23,"[7, 7, 7, 7, 23, 23, 23, 23]",461,07_N,8,23,7,-0.7277671,0.30192328,1.4968,10.0,0.4492,7.0,0.4861,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.10083769,-1.50553554,-8.25462313,-3.99815016,-0.394700909,7.51374216,7.084616394,0.137516499,14.71820934,14.847717177,-25821.061801093965,cI,2,-1478.8879345574558,cP,8,-11.32764155372206,-11.24375801496717,0.5,0.5,-13649.974867825711,-12910.530900546983,-739.4439672787279,-11.285699784344615,-5.66382077686103,-5.621879007483585,3.5237992461565,-15.765892329349299,-4.480192545004684
Cd4O4,binaries_expanded,cubic,cF,30.0,3.78185966,8.0,pbe,-77122.4128869734,65.39631106,36.932,28.912,,8,48,"[8, 8, 8, 8, 48, 48, 48, 48]",462,08_O,8,8,48,-1.62640753,0.99936643,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2328,24.0,1.7563,25.0,0.5191,19.0,0.0,0.0,-7.09864343,-7.09864343,-5.69765828,-1.11459223,-1.813515141,13.43202126,13.536399783,0.958243665,9.27058591,9.309496174,-2027.652717452942,tI,4,-152246.22188142975,hP,2,-17.902693404985257,-29.3900093807315,0.5,0.5,-77136.93729944134,-1013.826358726471,-76123.11094071488,-23.646351392858378,-8.951346702492629,-14.69500469036575,14.524412467944785,-39.36824891256401,-15.721897519702907
F4Na4,binaries_expanded,cubic,cF,30.0,3.2893749,8.0,pbe,-3560.490321397464,49.47310652,30.482,30.925,,9,11,"[9, 9, 9, 9, 11, 11, 11, 11]",463,09_F,8,9,11,-3.66044176,-0.47888166,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.7391,6.0,0.2868,3.0,8.4494,11.0,0.0,0.0,-10.15882255,1.25211742,-3.00788456,-1.38498921,-3.872247645,17.61722535,17.744721999,-0.506075859,5.2871817,5.251806074,-2695.0059033883085,mS,8,-4415.503442155613,hR,3,-21.02743787739655,-4.562476413680997,0.5,0.5,-3555.254672771961,-1347.5029516941543,-2207.7517210778065,-12.794957145538774,-10.513718938698275,-2.2812382068404986,-5.235648625503472,-10.254059476367274,2.5408976691714997
Cl4Na4,binaries_expanded,cubic,cF,30.0,3.21483113,8.0,pbe,-8478.79561312763,47.25619643,31.461,30.225,,11,17,"[17, 17, 17, 17, 11, 11, 11, 11]",464,11_Na,8,17,11,-3.61204219,-0.47888166,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.7391,6.0,0.2868,3.0,8.4494,11.0,0.0,0.0,-8.09428669,0.07351292,-3.00788456,-1.38498921,-3.692423862,12.97184405,13.023881781,-0.506075859,5.2871817,5.251806074,-12541.721889780054,oS,8,-4415.503442155613,hR,3,-16.32104786275886,-4.562476413680997,0.5,0.5,-8478.612665967834,-6270.860944890027,-2207.7517210778065,-10.441762138219929,-8.16052393137943,-2.2812382068404986,-0.1829471597961856,-12.08808550232061,-1.646323364100681
Mg4O4,binaries_expanded,cubic,cF,30.0,3.28727361,8.0,pbe,-3743.771477390895,49.40991869,32.102,31.071,,8,12,"[8, 8, 8, 8, 12, 12, 12, 12]",465,12_Mg,8,8,12,-1.62640753,0.70699043,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.3534,6.0,0.2535,3.0,5.6658,11.0,0.0,0.0,-7.09864343,-7.09864343,-4.67921703,-1.28412188,-1.813515141,13.43202126,13.536399783,0.507814163,7.88824061,7.927674523,-2027.652717452942,tI,4,-5448.925051068648,hP,2,-17.902693404985257,-2.4540190769730543,0.5,0.5,-3738.288884260795,-1013.826358726471,-2724.462525534324,-10.178356240979156,-8.951346702492629,-1.2270095384865272,-5.482593130100213,-7.563098743180944,2.6152574977982113
Al4P4,binaries_expanded,cubic,cF,30.0,3.17470455,8.0,pbe,-7955.568627753699,34.28208861,30.654,31.081,,13,15,"[15, 15, 15, 15, 13, 13, 13, 13]",466,13_Al,8,15,13,-0.6071147,-0.48227471,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.111,6.0,1.3994,7.0,9.9999,14.0,0.0,0.0,-6.24123172,-3.71382083,-2.98165033,-2.98165033,-0.681535392,10.43510715,10.491352025,-0.58275585,5.89030739,5.929035492,-9304.60551355447,oS,8,-6606.432393678014,cF,4,-4.369397236969235,-1.0781102304654269,0.5,0.5,-7955.518953616242,-4652.302756777235,-3303.216196839007,-2.7237537337173308,-2.1846986184846173,-0.5390551152327134,-0.0496741374568046,-3.318690793532369,-0.5949370598150381
C4Si4,binaries_expanded,cubic,cF,30.0,3.27945952,8.0,pbe,-4460.637647943316,55.41386577,34.976,30.922,,6,14,"[6, 6, 6, 6, 14, 14, 14, 14]",467,14_Si,8,6,14,-1.46237959,-1.40191482,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,0.9505,6.0,1.1413,7.0,4.8328,11.0,0.0,0.0,-6.05205467,-3.50634355,-4.58454345,-2.97879693,-1.62667163,11.49493763,11.61299938,-1.485127393,8.17443891,8.226505196,-1030.1963351446489,hP,4,-7889.837080549926,cF,2,-6.654452594902068,-2.425187991020721,0.5,0.5,-4460.016707847288,-515.0981675723244,-3944.918540274963,-4.539820292961394,-3.327226297451034,-1.2125939955103604,-0.6209400960283347,-4.127165406527638,0.4126548864342112
In4P4,binaries_expanded,cubic,cF,30.0,3.9622827,8.0,pbe,-84683.62121130068,53.40126651,38.259,29.947,,15,49,"[15, 15, 15, 15, 49, 49, 49, 49]",468,15_P,8,15,49,-0.6071147,-0.42506334,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.1449,24.0,1.5146,25.0,0.493,19.0,0.0,0.0,-6.24123172,-3.71382083,-2.79322651,-2.79322651,-0.681535392,10.43510715,10.491352025,-0.503828411,5.50064963,5.535885081,-9304.60551355447,oS,8,-160075.7600908694,cF,2,-4.369397236969235,-16.00404901523143,0.5,0.5,-84690.18280221193,-4652.302756777235,-80037.8800454347,-10.186723126100333,-2.1846986184846173,-8.002024507615715,6.561590911253006,-17.004533120416454,-6.81780999431794
S4Zn4,binaries_expanded,cubic,cF,30.0,3.88780219,8.0,pbe,-29854.185555308395,69.11156919,39.142,30.493,,16,30,"[16, 16, 16, 16, 30, 30, 30, 30]",469,16_S,8,16,30,-2.09291139,1.00596785,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-5.96396442,-5.96396442,-5.99854228,-1.067667,-2.161912664,10.17755485,10.215659841,0.940787159,9.85634643,9.902511277,-10853.644827956134,cP,1,-48863.04966913861,hP,2,-8.419399316049748,-11.770067826095328,0.5,0.5,-29858.34724854737,-5426.822413978067,-24431.524834569303,-10.094733571072538,-4.209699658024874,-5.885033913047664,4.161693238973385,-15.393469175058272,-5.298735603984824
Cl4Cu4,binaries_expanded,cubic,cF,30.0,3.85270244,8.0,pbe,-28779.249642344388,67.86929999,37.704,30.529,,17,29,"[17, 17, 17, 17, 29, 29, 29, 29]",470,17_Cl,8,17,29,-3.61204219,-1.27943647,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.2028,15.0,1.8653,16.0,0.319,10.0,0.0,0.0,-8.09428669,0.07351292,-4.90153402,-3.97007042,-3.692423862,12.97184405,13.023881781,-1.295153636,8.35058622,8.367551932,-12541.721889780054,oS,8,-45022.68583779904,cF,4,-16.32104786275886,-13.058237404919055,0.5,0.5,-28782.20386378955,-6270.860944890027,-22511.34291889952,-14.689642633838957,-8.16052393137943,-6.529118702459527,2.954221445161238,-18.03171561842464,-3.342072984585684
Cl4K4,binaries_expanded,cubic,cF,30.0,3.12208648,8.0,pbe,-14451.891332281588,39.81848698,28.702,30.554,,17,19,"[19, 19, 19, 19, 17, 17, 17, 17]",471,19_K,8,17,19,-3.61204219,-0.43675274,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,2.2067,10.0,0.6124,7.0,2.1213,15.0,0.0,0.0,-8.09428669,0.07351292,-2.54312301,-1.54022265,-3.692423862,12.97184405,13.023881781,-0.455694178,4.39443171,4.391262303,-12541.721889780054,oS,8,-16369.669398531378,cI,2,-16.32104786275886,-15.039077550061847,0.5,0.5,-14455.695644155716,-6270.860944890027,-8184.834699265689,-15.680062706410354,-8.16052393137943,-7.519538775030924,3.8043118741279613,-21.468721152097714,-5.78865844568827
Ca4O4,binaries_expanded,cubic,cF,30.0,3.27163069,8.0,pbe,-10267.423625200576,43.724358,31.949,30.363,,8,20,"[8, 8, 8, 8, 20, 20, 20, 20]",472,20_Ca,8,8,20,-1.62640753,0.31026327,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.7997,10.0,0.5551,7.0,0.6753,11.0,0.0,0.0,-7.09864343,-7.09864343,-3.7635741,-1.95499742,-1.813515141,13.43202126,13.536399783,0.16337658,6.28162381,6.305400741,-2027.652717452942,tI,4,-18497.7783551272,cF,4,-17.902693404985257,-16.81339878068684,0.5,0.5,-10262.71553629007,-1013.826358726471,-9248.8891775636,-17.358046092836048,-8.951346702492629,-8.40669939034342,-4.708088910505467,-15.783154660513901,1.5748914323230565
S4Sc4,binaries_expanded,cubic,cF,30.0,3.39046634,8.0,pbe,-15813.83865835644,52.56072006,34.135,29.276,,16,21,"[16, 16, 16, 16, 21, 21, 21, 21]",473,21_Sc,8,16,21,-2.09291139,0.26932434,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.6338,10.0,2.1383,16.0,0.5804,11.0,0.0,0.0,-5.96396442,-5.96396442,-3.53692415,-3.53692415,-2.161912664,10.17755485,10.215659841,0.041305274,5.7471036,6.404691706,-10853.644827956134,cP,1,-20783.07056614673,hP,2,-8.419399316049748,-12.641644475115754,0.5,0.5,-15818.357697051431,-5426.822413978067,-10391.535283073365,-10.530521895582751,-4.209699658024874,-6.320822237557877,4.519038694990741,-17.25261359815704,-6.72209170257338
N4Ti4,binaries_expanded,cubic,cF,30.0,3.52066723,8.0,pbe,-12348.869752553452,56.67511233,36.851,29.833,,7,22,"[7, 7, 7, 7, 22, 22, 22, 22]",474,22_Ti,8,22,7,-0.57901012,0.30192328,1.5843,10.0,2.0971,16.0,0.538,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-2.52576768,-2.52576768,-8.25462313,-3.99815016,-0.526476342,6.75276856,6.579855169,0.137516499,14.71820934,14.847717177,-23221.641257607087,hP,2,-1478.8879345574558,cP,8,-11.920667254489672,-11.24375801496717,0.5,0.5,-12350.264596082272,-11610.820628803544,-739.4439672787279,-11.582212634728421,-5.960333627244836,-5.621879007483585,1.394843528819706,-14.693607691338912,-3.1113950566104904
C4V4,binaries_expanded,cubic,cF,30.0,3.51928557,8.0,pbe,-13416.254027465817,63.81502162,37.534,29.524,,6,23,"[6, 6, 6, 6, 23, 23, 23, 23]",475,23_V,8,6,23,-1.46237959,-0.7277671,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4968,10.0,0.4492,7.0,0.4861,11.0,0.0,0.0,-6.05205467,-3.50634355,-3.10083769,-1.50553554,-1.62667163,11.49493763,11.61299938,-0.394700909,7.51374216,7.084616394,-1030.1963351446489,hP,4,-25821.061801093965,cI,2,-6.654452594902068,-11.32764155372206,0.5,0.5,-13425.629068119308,-515.0981675723244,-12910.530900546983,-8.991047074312064,-3.327226297451034,-5.66382077686103,9.375040653490942,-18.797362249813887,-9.806315175503187
Cr4N4,binaries_expanded,cubic,cF,30.0,3.60987936,8.0,pbe,-15027.456014175405,59.58374708,37.785,29.439,,7,24,"[7, 7, 7, 7, 24, 24, 24, 24]",476,24_Cr,8,24,7,-0.33884812,0.30192328,1.4233,10.0,1.9656,16.0,0.4436,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.72345277,-1.32418629,-8.25462313,-3.99815016,-0.335802018,7.57806734,7.390691137,0.137516499,14.71820934,14.847717177,-28579.482905124507,cI,2,-1478.8879345574558,cP,8,-16.703337665021536,-11.24375801496717,0.5,0.5,-15029.185419840982,-14289.741452562253,-739.4439672787279,-13.973547839994353,-8.351668832510768,-5.621879007483585,1.7294056655767918,-15.814029832490633,-1.8404819924962794
Mn4S4,binaries_expanded,cubic,cF,30.0,3.86730685,8.0,pbe,-21179.50837255497,68.38481816,38.936,31.126,,16,25,"[16, 16, 16, 16, 25, 25, 25, 25]",477,25_Mn,8,16,25,-2.09291139,0.90883477,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.2951,15.0,1.7431,16.0,0.402,10.0,0.0,0.0,-5.96396442,-5.96396442,-4.46461234,-3.78245139,-2.161912664,10.17755485,10.215659841,0.472587548,6.57623536,7.186420695,-10853.644827956134,cP,1,-31511.66744770525,cF,4,-8.419399316049748,-16.809387957029685,0.5,0.5,-21182.656137830694,-5426.822413978067,-15755.833723852626,-12.614393636539717,-4.209699658024874,-8.404693978514842,3.147765275722122,-15.356893759922968,-2.7425001233841613
Fe4O4,binaries_expanded,cubic,cF,30.0,3.88877806,8.0,pbe,-18325.21019692745,69.1462686,37.976,30.934,,8,26,"[8, 8, 8, 8, 26, 26, 26, 26]",478,26_Fe,8,8,26,-1.62640753,-0.18766997,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2658,15.0,1.7222,16.0,0.3766,10.0,0.0,0.0,-7.09864343,-7.09864343,-4.36199644,-4.36199644,-1.813515141,13.43202126,13.536399783,-0.313173204,7.16387769,7.816457206,-2027.652717452942,tI,4,-34616.89052997726,cI,2,-17.902693404985257,-17.28775163935643,0.5,0.5,-18322.2716237151,-1013.826358726471,-17308.44526498863,-17.595222522170843,-8.951346702492629,-8.643875819678215,-2.938573212351912,-15.135550723334745,2.4596717988388264
